Aircraft,Flight Type,Origin,Destination,Departure Time,Arrival Time,Estimated Arrival Time,RealArrivalTime
CTV412,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Supadio (PNK / WIOO),Thu 04:56PM WIB,Thu 06:16PM WIB,01:20:00,1h 40m
EZY2106,A320,Charles de Gaulle/Roissy (CDG / LFPG),Manchester (MAN / EGCC),Thu 10:57AM CET,Thu 10:45AM GMT,00:48:00,1h 25m
EZY2260,A320,Keflavik Int'l (KEF / BIKF),Manchester (MAN / EGCC),Thu 09:57AM GMT,Thu 12:07PM GMT,02:10:00,2h 40m
IGO5328,A320,Chatrapati Shivaji Int'l (BOM / VABB),Raipur (RPR / VERP),Thu 03:27PM IST,Thu 04:47PM IST,01:20:00,1h 25m
JST534,A320,Melbourne Tullamarine (MEL / YMML),Sydney (SYD / YSSY),Thu 08:57PM AEDT,Thu 10:00PM AEDT,00:50:00,1h 10m
SAA40,A320,OR Tambo Int'l (JNB / FAOR),Victoria Falls (FVFA),Thu 11:57AM SAST,Thu 01:12PM CAT,01:15:00,1h 15m
VOI953,A320,Fresno Yosemite Intl (KFAT),Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),Thu 01:57AM PST,Thu 07:09AM CST,03:12:00,3h 22m
AFL1842,A320,Sheremetyevo Int'l (SVO / UUEE),Minsk Int'l (MSQ / UMMS),Thu 01:20PM MSK,Thu 02:25PM +03,01:21:00,1h 15m
AFL2814,A320,Pulkovo (LED / ULLI),Adler-Sochi Int'l (AER / URSS),Thu 01:20PM MSK,Thu 05:32PM MSK,04:12:00,4h 35m
AHY8105,A320,Heydar Aliyev Int'l (GYD / UBBB),Istanbul Sabiha Gokcen Int'l (SAW / LTFJ),Thu 02:21PM +04,Thu 04:01PM +03,02:40:00,3h 00m
ARE4093,A320,Rafael Nunez Int'l (CTG / SKCG),El Dorado Int'l (BOG / SKBO),Thu 05:19AM -05,Thu 06:34AM -05,01:15:00,1h 34m
ARE4150,A320,El Dorado Int'l (BOG / SKBO),Simon Bolivar (SMR / SKSM),Thu 05:18AM -05,Thu 06:20AM -05,01:15:00,1h 12m
AVA8452,A320,El Dorado Int'l (BOG / SKBO),Rafael Nunez Int'l (CTG / SKCG),Thu 05:20AM -05,Thu 06:31AM -05,01:11:00,1h 31m
AWQ463,A320,Lombok International (LOP / WADL),Kuala Lumpur Int'l (KUL / WMKK),Thu 06:20PM WITA,Thu 09:00PM +08,02:40:00,2h 40m
BTK6372,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Yogyakarta International Airport (YIA / WAHI),Thu 05:19PM WIB,Thu 06:14PM WIB,00:55:00,1h 05m
CCA2683,A320,Chengdu Tianfu Int'l (TFU / ZUTF),Jieyang Chaoshan International Airport (SWA / ZGOW),Thu 06:22PM CST,Thu 08:27PM CST,02:05:00,2h 07m
CCA8294,A320,Chengdu Tianfu Int'l (TFU / ZUTF),Wuhan Tianhe (WUH / ZHHH),Thu 06:18PM CST,Thu 07:39PM CST,01:24:00,1h 33m
CES6127,A320,Chengdu Tianfu Int'l (TFU / ZUTF),Zhanjiang (ZHA / ZGZJ),Thu 06:20PM CST,Thu 08:11PM CST,01:50:00,1h 55m
CSC6426,A320,Dalian Zhoushuizi Int'l (DLC / ZYTL),Rizhao Shanzihe (RIZ / ZSRZ),Thu 06:20PM CST,Thu 07:16PM CST,00:56:00,1h 06m
CSC8767,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Changsha Huanghua Int'l (CSX / ZGHA),Thu 06:21PM CST,Thu 07:48PM CST,01:23:00,1h 37m
CSN3040,A320,Singapore Changi (SIN / WSSS),Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 06:21PM +08,Thu 09:59PM CST,03:37:00,3h 47m
CTV172,A320,Halim Perdanakusuma Int'l (HLP / WIHH),Juanda Int'l (SUB / WARR),Thu 05:20PM WIB,Thu 06:25PM WIB,01:05:00,1h 30m
EJU3807,A320,Malpensa Int'l (MXP / LIMC),Charles de Gaulle/Roissy (CDG / LFPG),Thu 11:20AM CET,Thu 12:10PM CET,00:50:00,1h 25m
EJU4592,A320,General Humberto Delgado Airport (LIS / LPPT),Charles de Gaulle/Roissy (CDG / LFPG),Fri 10:20AM WET,Fri 01:14PM CET,01:54:00,2h 22m
EZS1591,A320,Geneva Cointrin Int'l (GVA / LSGG),Skopje (SKP / LWSK),Fri 11:19AM CET,Fri 01:00PM CET,01:31:00,2h 01m
EZY2952,A320,Innsbruck (Kranebitten) (INN / LOWI),Bristol Int'l (BRS / EGGD),Fri 11:22AM CET,Fri 11:47AM GMT,01:25:00,1h 55m
EZY7774,A320,Luxembourg Int'l (LUX / ELLX),Porto / Oporto (OPO / LPPR),Fri 11:18AM CET,Fri 12:22PM WET,02:03:00,2h 23m
FIN1362,A320,Manchester (MAN / EGCC),Helsinki-Vantaa (HEL / EFHK),Fri 10:19AM GMT,Fri 02:58PM EET,02:30:00,3h 00m
GBB209,A320,OR Tambo Int'l (JNB / FAOR),King Shaka Int'l (DUR / FALE),Fri 12:18PM SAST,Fri 12:56PM SAST,00:38:00,0h 48m
GPX810,A320,Pristina (PRN / BKPR),Basle-Mulhouse (EAP / LFSB),Fri 11:20AM CET,Fri 01:00PM CET,01:40:00,1h 40m
IBE3010,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),Barcelona Int'l (BCN / LEBL),Fri 11:21AM CET,Fri 12:21PM CET,01:00:00,1h 10m
JST532,A320,Melbourne Tullamarine (MEL / YMML),Sydney (SYD / YSSY),Fri 09:19PM AEDT,Fri 10:25PM AEDT,00:49:00,1h 16m
JST612,A320,Avalon (AVV / YMAV),Sydney (SYD / YSSY),Fri 09:19PM AEDT,Fri 10:25PM AEDT,00:51:00,1h 16m
ABY221,A320,Sharjah Int'l (SHJ / OMSJ),al-Jouf Domestic (AJF / OESK),Fri 02:37PM +04,Fri 04:12PM +03,02:35:00,2h 55m
AFL1387,A320,Ulyanovsk Baratayeveka Airport (ULV / UWLL),Sheremetyevo Int'l (SVO / UUEE),Fri 02:38PM +04,Fri 02:58PM MSK,01:20:00,1h 30m
AIQ3215,A320,Don Muang Int'l (Old Bangkok Int'l) (DMK / VTBD),Krabi (KBV / VTSG),Fri 05:37PM +07,Fri 06:52PM +07,01:15:00,1h 15m
AIQ3557,A320,Nan (NNT / VTCN),Don Muang Int'l (Old Bangkok Int'l) (DMK / VTBD),Fri 05:38PM +07,Fri 06:28PM +07,00:50:00,0h 50m
ARE4052,A320,Alfonso Bonilla Aragon Int'l (CLO / SKCL),El Dorado Int'l (BOG / SKBO),Fri 05:37AM -05,Fri 06:16AM -05,00:45:00,0h 40m
AWQ507,A320,Singapore Changi (SIN / WSSS),Ngurah Rai/Bali Intl (DPS / WADD),Fri 06:39PM +08,Fri 09:24PM WITA,02:45:00,0h 37m
AXM137,A320,Hong Kong Int'l (HKG / VHHH),Kuala Lumpur Int'l (KUL / WMKK),Fri 06:36PM HKT,Fri 09:55PM +08,03:30:00,2h 35m
AXM5173,A320,RMAF Labuan (LBU / WBKL),Kuala Lumpur Int'l (KUL / WMKK),Fri 06:39PM +08,Fri 08:44PM +08,02:05:00,2h 05m
BAW753,A320,Basle-Mulhouse (EAP / LFSB),London Heathrow (LHR / EGLL),Fri 11:38AM CET,Fri 11:46AM GMT,01:15:00,1h 45m
CBJ5964,A320,Kunming Changshui Int'l (KMG / ZPPP),Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Fri 06:37PM CST,Fri 09:10PM CST,02:33:00,2h 55m
CTN481,A320,Copenhagen (CPH / EKCH),Zagreb Pleso (ZAG / LDZA),Fri 11:37AM CET,Fri 01:00PM CET,01:30:00,1h 30m
CTV435,A320,Sepinggan Int'l (BPN / WALL),Juanda Int'l (SUB / WARR),Fri 06:39PM WITA,Fri 06:59PM WIB,01:20:00,1h 40m
DAL1294,A320,Albany Intl (KALB),Detroit Metro Wayne Co (KDTW),Fri 05:37AM EST,Fri 06:56AM EST,01:19:00,1h 25m
EJU3750,A320,Barcelona Int'l (BCN / LEBL),Malpensa Int'l (MXP / LIMC),Fri 11:39AM CET,Fri 01:45PM CET,02:06:00,2h 17m
EWG7589,A320,Palma de Mallorca (or Son Sant Joan) (PMI / LEPA),Hamburg (HAM / EDDH),Fri 11:38AM CET,Fri 02:08PM CET,02:30:00,2h 30m
FHY988,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),,Fri 11:38AM CET,,,0h 06m
IAD1455,A320,Bengaluru Int'l (BLR / VOBL),Biju Patnaik (BBI / VEBS),Fri 04:09PM IST,Fri 05:49PM IST,01:40:00,1h 40m
IAD792,A320,Lokpriya Gopinath Bordoloi Int'l (GAU / VEGT),Imphal (Tulihal) (IMF / VEIM),Fri 04:09PM IST,Fri 04:46PM IST,00:36:00,0h 35m
IBE3092,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),Porto / Oporto (OPO / LPPR),Fri 11:39AM CET,Fri 11:39AM WET,01:00:00,1h 00m
ITY343,A320,Nice Cote d'Azur (NCE / LFMN),Leonardo da Vinci Int'l (Fiumicino Int'l) (FCO / LIRF),Fri 11:38AM CET,Fri 12:44PM CET,01:09:00,0h 50m
JAT10,A320,Comodoro Arturo Merino Benitez Int'l (SCL / SCEL),Diego Aracena Int'l (IQQ / SCDA),Fri 07:37AM -03,Fri 09:43AM -03,02:06:00,2h 03m
PGT3706,A320,Adana Şakirpaşa (ADA / LTAF),Trabzon (TZX / LTCG),Fri 01:38PM +03,Fri 02:38PM +03,01:00:00,1h 00m
SAS613,A320,Copenhagen (CPH / EKCH),Geneva Cointrin Int'l (GVA / LSGG),Fri 11:38AM CET,Fri 01:23PM CET,01:45:00,1h 40m
SJV872,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Sultan Mahmud Badaruddin II (PLM / WIPP),Fri 05:38PM WIB,Fri 06:28PM WIB,00:50:00,0h 50m
TAM3537,A320,São Paulo-Congonhas (CGH / SBSP),Presidente Juscelino Kubitschek Int'l (BSB / SBBR),Fri 07:37AM -03,Fri 09:07AM -03,01:30:00,1h 43m
TAP1901,A320,General Humberto Delgado Airport (LIS / LPPT),Faro (FAO / LPFR),Fri 10:37AM WET,Fri 11:07AM WET,00:30:00,0h 25m
VJC456,A320,Phu Quoc International (PQC / VVPQ),Noi Bai Int'l (HAN / VVNB),Fri 05:38PM +07,Fri 07:28PM +07,01:50:00,1h 50m
VOI453,A320,Cancun Int'l (CUN / MMUN),General Abelardo L. Rodriguez Int'l (TIJ / MMTJ),Fri 05:39AM EST,Fri 07:07AM PST,04:28:00,4h 55m
WMT4659,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),Cluj-Napoca Int'l (Someşeni) (CLJ / LRCL),Fri 11:36AM CET,Fri 03:20PM EET,02:44:00,2h 54m
AIQ3351,A320,Udon Thani Int'l (UTH / VTUD),Don Muang Int'l (Old Bangkok Int'l) (DMK / VTBD),Fri 06:05PM +07,Fri 06:50PM +07,00:45:00,0h 45m
AXM6460,A320,Kuching Int'l (KCH / WBGG),Sibu (SBW / WBGS),Fri 07:06PM +08,Fri 07:26PM +08,00:20:00,0h 49m
BAW501,A320,General Humberto Delgado Airport (LIS / LPPT),London Heathrow (LHR / EGLL),Fri 11:06AM WET,Fri 01:31PM GMT,02:25:00,2h 40m
CSC3281,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Yibin (YBP / ZUYB),Fri 07:06PM CST,Fri 08:29PM CST,01:23:00,1h 34m
CSN3927,A320,Changsha Huanghua Int'l (CSX / ZGHA),Taiyuan Wusu (TYN / ZBYN),Fri 07:06PM CST,Fri 08:48PM CST,01:42:00,1h 51m
CTV418,A320,Juanda Int'l (SUB / WARR),Supadio (PNK / WIOO),Fri 06:05PM WIB,Fri 07:30PM WIB,01:25:00,1h 34m
DAL1308,A320,Melbourne Orlando Intl (KMLB),Hartsfield-Jackson Intl (KATL),Fri 06:04AM EST,Fri 07:08AM EST,01:10:00,1h 55m
DKH1156,A320,Zhuhai Int'l (ZUH / ZGSD),Shanghai Pudong Int'l (PVG / ZSPD),Fri 07:06PM CST,Fri 09:03PM CST,01:51:00,2h 18m
EWG252,A320,Cologne Bonn (CGN / EDDK),Tenerife South (Reina Sofia) (TFS / GCTS),Fri 12:05PM CET,Fri 03:40PM WET,04:35:00,4h 35m
EZY2276,A320,Enfidha-Hammamet International Airport (NBE / DTNH),Manchester (MAN / EGCC),Fri 12:05PM CET,Fri 01:49PM GMT,02:44:00,2h 54m
EZY2541,A320,London Luton (LTN / EGGW),Geneva Cointrin Int'l (GVA / LSGG),Fri 11:06AM GMT,Fri 01:32PM CET,01:27:00,1h 47m
JBU592,A320,Tampa Intl (KTPA),Boston Logan Intl (KBOS),Fri 06:06AM EST,Fri 08:35AM EST,02:27:00,2h 52m
JBU959,A320,Bradley Intl (KBDL),Fort Lauderdale Intl (KFLL),Fri 06:06AM EST,Fri 08:36AM EST,02:30:00,2h 47m
KHV841,A320,Da Nang Int'l (DAD / VVDN),Siem Reap–Angkor International Airport (SAI / VDSA),Fri 06:05PM +07,Fri 07:05PM +07,01:00:00,1h 15m
LPE2042,A320,Subteniente FAP Alejandro Velasco Astete Int'l (CUZ / SPZO),Jorge Chávez Int'l (LIM / SPJC),Fri 06:07AM -05,Fri 07:12AM -05,01:05:00,1h 15m
NKS1589,A320,New Orleans Intl (KMSY),Newark Liberty Intl (KEWR),Fri 05:05AM CST,Fri 08:29AM EST,02:24:00,0h 06m
OTC7204,A320,Tongren Daxing (TEN / ZUTR),Wuxi (WUX / ZSWX),Fri 07:05PM CST,Fri 08:40PM CST,01:35:00,1h 58m
QDA6074,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Shenyang Taoxian Int'l (SHE / ZYTX),Fri 07:05PM CST,Fri 08:54PM CST,01:53:00,2h 34m
QDA9901,A320,Qingdao Jiaodong Int'l (TAO / ZSQD),Incheon Int'l (ICN / RKSI),Fri 07:05PM CST,Fri 09:08PM KST,01:04:00,1h 45m
SJV816,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Minangkabau Int'l (replaced Tabing) (PDG / WIEE),Fri 06:06PM WIB,Fri 07:31PM WIB,01:25:00,2h 00m
TGW124,A320,Singapore Changi (SIN / WSSS),Changsha Huanghua Int'l (CSX / ZGHA),Fri 07:06PM +08,Fri 11:31PM CST,04:25:00,1h 33m
AAL835,A320,Tampa Intl (KTPA),Philadelphia Intl (KPHL),Fri 07:10AM EST,Fri 09:16AM EST,02:06:00,2h 26m
AAY2828,A320,Orlando Sanford Intl (KSFB),The Eastern Iowa (KCID),Fri 07:08AM EST,Fri 09:01AM CST,02:37:00,2h 57m
AAY3150,A320,Bishop Intl (KFNT),Punta Gorda (KPGD),Fri 07:09AM EST,Fri 10:01AM EST,02:35:00,3h 10m
AAY851,A320,Punta Gorda (KPGD),Niagara Falls Intl (KIAG),Fri 07:10AM EST,Fri 09:41AM EST,02:31:00,2h 37m
AFR1747,A320,Malaga (AGP / LEMG),Charles de Gaulle/Roissy (CDG / LFPG),Fri 01:09PM CET,Fri 03:18PM CET,02:20:00,2h 27m
ARE4011,A320,Jose Maria Cordova Int'l (MDE / SKRG),El Dorado Int'l (BOG / SKBO),Fri 07:09AM -05,Fri 07:42AM -05,00:33:00,0h 45m
AVA9832,A320,El Dorado Int'l (BOG / SKBO),Los Garzones (MTR / SKMR),Fri 07:09AM -05,Fri 08:16AM -05,01:07:00,1h 24m
AXM6323,A320,Langkawi Int'l (LGK / WMKL),Kuala Lumpur Int'l (KUL / WMKK),Fri 08:10PM +08,Fri 09:05PM +08,00:55:00,0h 55m
CGZ7264,A320,Wuhan Tianhe (WUH / ZHHH),Xingyi Wanfenglin Airport (ACX / ZUYI),Fri 08:10PM CST,Fri 10:10PM CST,02:00:00,2h 06m
CQH6538,A320,Fukuoka (FUK / RJFF),Shanghai Pudong Int'l (PVG / ZSPD),Fri 09:09PM JST,Fri 09:46PM CST,01:37:00,2h 22m
CQH7550,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Ningbo Lishe Int'l (NGB / ZSNB),Fri 08:09PM CST,Fri 10:26PM CST,02:19:00,2h 25m
CSN5131,A320,Changsha Huanghua Int'l (CSX / ZGHA),Quanzhou Jinjiang (JJN / ZSQZ),Fri 08:08PM CST,Fri 09:22PM CST,01:15:00,1h 27m
CSZ9215,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Xi'an Xianyang Int'l (XIY / ZLXY),Fri 08:08PM CST,Fri 10:27PM CST,02:20:00,2h 29m
CTV84,A320,Halim Perdanakusuma Int'l (HLP / WIHH),Sultan Mahmud Badaruddin II (PLM / WIPP),Fri 07:08PM WIB,Fri 07:39PM WIB,00:49:00,1h 15m
EJU7980,A320,Menara Int'l (RAK / GMMX),Amsterdam Schiphol (AMS / EHAM),Fri 01:08PM +01,Fri 04:24PM CET,03:06:00,3h 31m
EWG50,A320,Cologne Bonn (CGN / EDDK),Berlin-Brandenburg (BER / EDDB),Fri 01:09PM CET,Fri 02:12PM CET,01:03:00,1h 13m
EZY1371,A320,Geneva Cointrin Int'l (GVA / LSGG),Valencia (VLC / LEVC),Fri 01:09PM CET,Fri 02:34PM CET,01:25:00,1h 44m
EZY330,A320,Belfast Int'l (BFS / EGAA),Edinburgh (EDI / EGPH),Fri 12:08PM GMT,Fri 12:31PM GMT,00:21:00,0h 52m
EZY8697,A320,London Gatwick (LGW / EGKK),Innsbruck (Kranebitten) (INN / LOWI),Fri 12:09PM GMT,Fri 02:31PM CET,01:22:00,1h 45m
FLI453,A320,Copenhagen (CPH / EKCH),Vagar (FAE / EKVG),Fri 01:08PM CET,Fri 02:05PM WET,01:55:00,2h 30m
GLG1688,A320,Mariscal Sucre Int'l (UIO / SEQM),Seymour (GPS / SEGS),Fri 07:09AM -05,Fri 08:13AM -06,02:04:00,2h 35m
GXA3139,A320,Miami Intl (KMIA),Jose Marti Int'l (HAV / MUHA),Fri 07:08AM EST,Fri 07:55AM CST,00:47:00,0h 47m
QTR1072,A320,Hamad Int'l (DOH / OTHH),Kuwait Int'l (KWI / OKKK),Fri 03:11PM +03,Fri 04:21PM +03,01:10:00,1h 22m
SJV191,A320,Kuala Lumpur Int'l (KUL / WMKK),Sultan Syarif Qasim II Int'l (Simpang Tiga) (PKU / WIBB),Fri 08:08PM +08,Fri 07:43PM WIB,00:35:00,0h 35m
TAP1902,A320,Faro (FAO / LPFR),General Humberto Delgado Airport (LIS / LPPT),Fri 12:09PM WET,Fri 12:53PM WET,00:44:00,0h 59m
THA211,A320,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Phuket Int'l (HKT / VTSP),Fri 07:09PM +07,Fri 08:33PM +07,01:24:00,1h 30m
THY402,A320,Pulkovo (LED / ULLI),Istanbul Airport (IST / LTFM),Fri 03:09PM MSK,Fri 07:00PM +03,03:51:00,4h 16m
UAL1035,A320,Reagan National (KDCA),Chicago O'Hare Intl (KORD),Fri 07:10AM EST,Fri 07:55AM CST,01:50:00,2h 08m
VIV1057,A320,Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),Lic. Benito Juarez Int'l (MEX / MMMX),Fri 06:10AM CST,Fri 07:15AM CST,01:05:00,1h 15m
VIV4162,A320,General Mariano Escobedo Int'l (MTY / MMMY),General Heriberto Jara Int'l (VER / MMVR),Fri 06:10AM CST,Fri 07:25AM CST,01:15:00,1h 30m
VLG8722,A320,Barcelona Int'l (BCN / LEBL),Dublin Int'l (DUB / EIDW),Fri 01:10PM CET,Fri 02:38PM GMT,02:28:00,2h 48m
VTI563,A320,Chatrapati Shivaji Int'l (BOM / VABB),Jaipur (Sanganer) (JAI / VIJP),Fri 05:38PM IST,Fri 07:13PM IST,01:35:00,2h 04m
AAY1191,A320,Bismarck Muni (KBIS),Orlando Sanford Intl (KSFB),Sat 02:11PM CST,Sat 06:22PM EST,03:11:00,4h 35m
AFR1274,A320,Charles de Gaulle/Roissy (CDG / LFPG),"Oslo, Gardermoen (OSL / ENGM)",Sat 09:09PM CET,Sat 11:02PM CET,01:55:00,2h 10m
ANZ413,A320,Auckland (AKL / NZAA),Wellington Int'l (WLG / NZWN),Sun 09:07AM NZDT,Sun 10:02AM NZDT,00:50:00,1h 12m
ARE4062,A320,Alfonso Bonilla Aragon Int'l (CLO / SKCL),El Dorado Int'l (BOG / SKBO),Sat 03:06PM -05,Sat 03:42PM -05,00:36:00,0h 46m
ARE4265,A320,Gustavo Rojas Pinilla Int'l (Sesquicentenario) (ADZ / SKSP),El Dorado Int'l (BOG / SKBO),Sat 03:11PM -05,Sat 04:39PM -05,01:37:00,1h 38m
AUA327,A320,Vienna Int'l (Schwechat) (VIE / LOWW),Keflavik Int'l (KEF / BIKF),Sat 09:09PM CET,Sun 12:14AM GMT,04:05:00,4h 30m
AVA9397,A320,Los Garzones (MTR / SKMR),El Dorado Int'l (BOG / SKBO),Sat 03:07PM -05,Sat 04:03PM -05,00:56:00,1h 26m
AVA9714,A320,El Dorado Int'l (BOG / SKBO),Simon Bolivar (SMR / SKSM),Sat 03:09PM -05,Sat 03:57PM -05,00:47:00,1h 09m
AZU4816,A320,Marechal Cunha Machado Int'l (SLZ / SBSL),Viracopos Int'l (VCP / SBKP),Sat 05:07PM -03,Sat 08:13PM -03,03:02:00,3h 26m
CEB279,A320,Manila Int'l (MNL / RPLL),Ngurah Rai/Bali Intl (DPS / WADD),Sun 04:10AM PST,Sun 07:55AM WITA,03:45:00,3h 40m
CES2804,A320,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Nanjing Lukou Int'l (NKG / ZSNJ),Sun 03:07AM +07,Sun 07:20AM CST,03:26:00,4h 05m
EIN875,A320,Tenerife South (Reina Sofia) (TFS / GCTS),Cork Int'l (ORK / EICK),Sat 08:06PM WET,Sat 11:41PM GMT,03:39:00,3h 58m
EJU7619,A320,General Humberto Delgado Airport (LIS / LPPT),Nantes Atlantique (NTE / LFRS),Sat 08:07PM WET,Sat 10:34PM CET,01:27:00,1h 51m
ETD372,A320,Bahrain Int'l (BAH / OBBI),Abu Dhabi Int'l (AUH / OMAA),Sat 11:08PM +03,Sun 12:59AM +04,00:52:00,1h 09m
FIN503,A320,General Humberto Delgado Airport (LIS / LPPT),London Heathrow (LHR / EGLL),Sat 08:10PM WET,Sat 10:30PM GMT,02:20:00,2h 20m
FJL743,A320,Sharjah Int'l (SHJ / OMSJ),Islamabad International Airport (ISB / OPIS),Sun 12:09AM +04,Sun 03:44AM PKT,02:35:00,2h 45m
IBS3733,A320,Lyon (LYS / LFLL),Adolfo Suárez Madrid-Barajas (MAD / LEMD),Sat 09:10PM CET,Sat 10:40PM CET,01:30:00,1h 40m
ISR728,A320,Budapest Ferenc Liszt International Airport (BUD / LHBP),Ben Gurion Int'l (TLV / LLBG),Sat 09:06PM CET,Sun 01:00AM IST,02:50:00,3h 04m
JAP7780,A320,Jorge Chávez Int'l (LIM / SPJC),,Sat 03:09PM -05,,,0h 07m
JBU1284,A320,Orlando Intl (KMCO),John F Kennedy Intl (KJFK),Sat 03:10PM EST,Sat 05:02PM EST,01:53:00,2h 45m
JBU18,A320,Fort Lauderdale Intl (KFLL),Jacksonville Intl (KJAX),Sat 03:07PM EST,Sat 03:49PM EST,00:59:00,1h 18m
JBU953,A320,John F Kennedy Intl (KJFK),Palm Beach Intl (KPBI),Sat 03:09PM EST,Sat 05:38PM EST,02:29:00,4h 42m
JST401,A320,Gold Coast (OOL / YBCG),Sydney (SYD / YSSY),Sun 06:08AM AEST,Sun 08:14AM AEDT,00:50:00,1h 16m
LRC698,A320,El Dorado Int'l (BOG / SKBO),Juan Santamaria Int'l (SJO / MROC),Sat 03:10PM -05,Sat 04:10PM CST,02:00:00,2h 52m
MSC2932,A320,Hurghada (HRG / HEGN),Hanover/Langenhagen Int'l (HAJ / EDDV),Sat 10:10PM EET,Sun 02:00AM CET,04:50:00,4h 50m
NIA143,A320,Cairo Int'l (CAI / HECA),Abha Regional (AHB / OEAB),Sat 10:09PM EET,Sun 01:29AM +03,02:20:00,2h 20m
PGT2264,A320,Istanbul Sabiha Gokcen Int'l (SAW / LTFJ),Milas-Bodrum (BJV / LTFE),Sat 11:11PM +03,Sun 12:11AM +03,01:00:00,1h 05m
PGT281,A320,Istanbul Sabiha Gokcen Int'l (SAW / LTFJ),Rinas Mother Teresa (TIA / LATI),Sat 11:07PM +03,Sat 10:42PM CET,01:35:00,2h 13m
RJA672,A320,Queen Alia Int'l (AMM / OJAI),Bahrain Int'l (BAH / OBBI),Sat 11:09PM +03,Sun 01:19AM +03,02:10:00,2h 20m
TAM3069,A320,Afonso Pena Int'l (CWB / SBCT),São Paulo-Congonhas (CGH / SBSP),Sat 05:07PM -03,Sat 05:52PM -03,00:45:00,0h 45m
TVJ3820,A320,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Taiwan Taoyuan Int'l (TPE / RCTP),Sun 03:11AM +07,Sun 07:31AM CST,03:20:00,3h 20m
UAL1555,A320,Lic. Gustavo Diaz Ordaz Int'l (PVR / MMPR),Chicago O'Hare Intl (KORD),Sat 02:09PM CST,Sat 05:48PM CST,03:39:00,3h 58m
UAL1655,A320,Calgary Int'l (CYYC),Chicago O'Hare Intl (KORD),Sat 01:07PM MST,Sat 05:08PM CST,03:01:00,3h 21m
VLG1290,A320,Barcelona Int'l (BCN / LEBL),La Coruna (LCG / LECO),Sat 09:11PM CET,Sat 10:41PM CET,01:30:00,1h 30m
VLG3000,A320,Barcelona Int'l (BCN / LEBL),Gran Canaria Int'l (LPA / GCLP),Sat 09:07PM CET,Sat 11:10PM WET,03:05:00,3h 27m
VOE2659,A320,Es Senia (ORN / DAOO),Marseille Provence (MRS / LFML),Sat 09:07PM CET,Sat 10:30PM CET,01:25:00,1h 33m
VOI310,A320,Cancun Int'l (CUN / MMUN),Juan Santamaria Int'l (SJO / MROC),Sat 03:08PM EST,Sat 03:54PM CST,01:53:00,2h 09m
VOI843,A320,is Aeropuerto Nacional de Colima-Lic. Miguel de la Madrid (CLQ / MMIA),General Abelardo L. Rodriguez Int'l (TIJ / MMTJ),Sat 02:06PM CST,Sat 02:51PM PST,02:46:00,3h 04m
VOI877,A320,General Abelardo L. Rodriguez Int'l (TIJ / MMTJ),Lic. Benito Juarez Int'l (MEX / MMMX),Sat 12:08PM PST,Sat 05:05PM CST,02:57:00,3h 21m
VTI236,A320,King Abdulaziz Int'l (JED / OEJN),Chatrapati Shivaji Int'l (BOM / VABB),Sat 11:11PM +03,Sun 06:51AM IST,05:10:00,5h 43m
AAY2532,A320,Chicago/Rockford Intl (KRFD),Punta Gorda (KPGD),Sat 03:01PM CST,Sat 06:57PM EST,02:35:00,3h 13m
AAY3027,A320,Clearwater Intl (KPIE),McGhee Tyson (KTYS),Sat 04:01PM EST,Sat 05:20PM EST,01:21:00,1h 25m
AEE6005,A320,"Thessaloniki Int'l, Makedonia (SKG / LGTS)",,Sat 11:00PM EET,,,0h 12m
ANZ416,A320,Wellington Int'l (WLG / NZWN),Auckland (AKL / NZAA),Sun 10:01AM NZDT,Sun 10:54AM NZDT,00:45:00,1h 09m
ARE4372,A320,El Dorado Int'l (BOG / SKBO),Gustavo Rojas Pinilla Int'l (Sesquicentenario) (ADZ / SKSP),Sat 04:02PM -05,Sat 06:01PM -05,01:50:00,2h 09m
ARE4407,A320,Orlando Intl (KMCO),El Dorado Int'l (BOG / SKBO),Sat 04:02PM EST,Sat 07:53PM -05,03:32:00,4h 06m
AZU4275,A320,Campo Grande Int'l (CGR / SBCG),Marechal Rondon (CGB / SBCY),Sat 05:01PM -04,Sat 05:55PM -04,00:41:00,1h 16m
BIX2517,A320,Gran Canaria Int'l (LPA / GCLP),,Sat 09:01PM WET,,,0h 11m
